score, v[0], v[1], v[2], v[3], v[4], v[5], v[6], v[7], v[8], v[9]
59, 0, 1, 2, 3, 4, 5, 8, 10, 11, 15
59, 0, 1, 2, 3, 4, 5, 8, 10, 12, 14
59, 0, 1, 2, 3, 4, 5, 8, 11, 12, 13
59, 0, 1, 2, 3, 4, 5, 9, 10, 11, 14
59, 0, 1, 2, 3, 4, 5, 9, 10, 12, 13
59, 0, 1, 2, 3, 4, 6, 7, 8, 9, 19
59, 0, 1, 2, 3, 4, 6, 7, 8, 10, 18
59, 0, 1, 2, 3, 4, 6, 7, 8, 11, 17
59, 0, 1, 2, 3, 4, 6, 7, 8, 12, 16
59, 0, 1, 2, 3, 4, 6, 7, 8, 13, 15
59, 0, 1, 2, 3, 4, 6, 7, 9, 10, 17
59, 0, 1, 2, 3, 4, 6, 7, 9, 11, 16
59, 0, 1, 2, 3, 4, 6, 7, 9, 12, 15
59, 0, 1, 2, 3, 4, 6, 7, 9, 13, 14
59, 0, 1, 2, 3, 4, 6, 7, 10, 11, 15
59, 0, 1, 2, 3, 4, 6, 7, 10, 12, 14
59, 0, 1, 2, 3, 4, 6, 7, 11, 12, 13
59, 0, 1, 2, 3, 4, 6, 8, 9, 10, 16
59, 0, 1, 2, 3, 4, 6, 8, 9, 11, 15
59, 0, 1, 2, 3, 4, 6, 8, 9, 12, 14
59, 0, 1, 2, 3, 4, 6, 8, 10, 11, 14
59, 0, 1, 2, 3, 4, 6, 8, 10, 12, 13
59, 0, 1, 2, 3, 4, 6, 9, 10, 11, 13
59, 0, 1, 2, 3, 4, 7, 8, 9, 10, 15
59, 0, 1, 2, 3, 4, 7, 8, 9, 11, 14
59, 0, 1, 2, 3, 4, 7, 8, 9, 12, 13
59, 0, 1, 2, 3, 4, 7, 8, 10, 11, 13
59, 0, 1, 2, 3, 4, 7, 9, 10, 11, 12
59, 0, 1, 2, 3, 5, 6, 7, 8, 9, 18
59, 0, 1, 2, 3, 5, 6, 7, 8, 10, 17
59, 0, 1, 2, 3, 5, 6, 7, 8, 11, 16
59, 0, 1, 2, 3, 5, 6, 7, 8, 12, 15
59, 0, 1, 2, 3, 5, 6, 7, 8, 13, 14
59, 0, 1, 2, 3, 5, 6, 7, 9, 10, 16
59, 0, 1, 2, 3, 5, 6, 7, 9, 11, 15
59, 0, 1, 2, 3, 5, 6, 7, 9, 12, 14
59, 0, 1, 2, 3, 5, 6, 7, 10, 11, 14
59, 0, 1, 2, 3, 5, 6, 7, 10, 12, 13
59, 0, 1, 2, 3, 5, 6, 8, 9, 10, 15
59, 0, 1, 2, 3, 5, 6, 8, 9, 11, 14
59, 0, 1, 2, 3, 5, 6, 8, 9, 12, 13
59, 0, 1, 2, 3, 5, 6, 8, 10, 11, 13
59, 0, 1, 2, 3, 5, 6, 9, 10, 11, 12
59, 0, 1, 2, 3, 5, 7, 8, 9, 10, 14
59, 0, 1, 2, 3, 5, 7, 8, 9, 11, 13
59, 0, 1, 2, 3, 5, 7, 8, 10, 11, 12
59, 0, 1, 2, 3, 6, 7, 8, 9, 10, 13
59, 0, 1, 2, 3, 6, 7, 8, 9, 11, 12
59, 0, 1, 2, 4, 5, 6, 7, 8, 9, 17
59, 0, 1, 2, 4, 5, 6, 7, 8, 10, 16
59, 0, 1, 2, 4, 5, 6, 7, 8, 11, 15
59, 0, 1, 2, 4, 5, 6, 7, 8, 12, 14
59, 0, 1, 2, 4, 5, 6, 7, 9, 10, 15
59, 0, 1, 2, 4, 5, 6, 7, 9, 11, 14
59, 0, 1, 2, 4, 5, 6, 7, 9, 12, 13
59, 0, 1, 2, 4, 5, 6, 7, 10, 11, 13
59, 0, 1, 2, 4, 5, 6, 8, 9, 10, 14
59, 0, 1, 2, 4, 5, 6, 8, 9, 11, 13
59, 0, 1, 2, 4, 5, 6, 8, 10, 11, 12
59, 0, 1, 2, 4, 5, 7, 8, 9, 10, 13
59, 0, 1, 2, 4, 5, 7, 8, 9, 11, 12
59, 0, 1, 2, 4, 6, 7, 8, 9, 10, 12
59, 0, 1, 2, 5, 6, 7, 8, 9, 10, 11
59, 0, 1, 3, 4, 5, 6, 7, 8, 9, 16
59, 0, 1, 3, 4, 5, 6, 7, 8, 10, 15
59, 0, 1, 3, 4, 5, 6, 7, 8, 11, 14
59, 0, 1, 3, 4, 5, 6, 7, 8, 12, 13
59, 0, 1, 3, 4, 5, 6, 7, 9, 10, 14
59, 0, 1, 3, 4, 5, 6, 7, 9, 11, 13
59, 0, 1, 3, 4, 5, 6, 7, 10, 11, 12
59, 0, 1, 3, 4, 5, 6, 8, 9, 10, 13
59, 0, 1, 3, 4, 5, 6, 8, 9, 11, 12
59, 0, 1, 3, 4, 5, 7, 8, 9, 10, 12
59, 0, 1, 3, 4, 6, 7, 8, 9, 10, 11
59, 0, 2, 3, 4, 5, 6, 7, 8, 9, 15
59, 0, 2, 3, 4, 5, 6, 7, 8, 10, 14
59, 0, 2, 3, 4, 5, 6, 7, 8, 11, 13
59, 0, 2, 3, 4, 5, 6, 7, 9, 10, 13
59, 0, 2, 3, 4, 5, 6, 7, 9, 11, 12
59, 0, 2, 3, 4, 5, 6, 8, 9, 10, 12
59, 0, 2, 3, 4, 5, 7, 8, 9, 10, 11
59, 1, 2, 3, 4, 5, 6, 7, 8, 9, 14
59, 1, 2, 3, 4, 5, 6, 7, 8, 10, 13
59, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12
59, 1, 2, 3, 4, 5, 6, 7, 9, 10, 12
59, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11
60, 0, 1, 2, 3, 4, 5, 6, 7, 8, 24
60, 0, 1, 2, 3, 4, 5, 6, 7, 9, 23
60, 0, 1, 2, 3, 4, 5, 6, 7, 10, 22
60, 0, 1, 2, 3, 4, 5, 6, 7, 11, 21
60, 0, 1, 2, 3, 4, 5, 6, 7, 12, 20
60, 0, 1, 2, 3, 4, 5, 6, 7, 13, 19
60, 0, 1, 2, 3, 4, 5, 6, 7, 14, 18
60, 0, 1, 2, 3, 4, 5, 6, 7, 15, 17
60, 0, 1, 2, 3, 4, 5, 6, 8, 9, 22
60, 0, 1, 2, 3, 4, 5, 6, 8, 10, 21
60, 0, 1, 2, 3, 4, 5, 6, 8, 11, 20
60, 0, 1, 2, 3, 4, 5, 6, 8, 12, 19
60, 0, 1, 2, 3, 4, 5, 6, 8, 13, 18
60, 0, 1, 2, 3, 4, 5, 6, 8, 14, 17
60, 0, 1, 2, 3, 4, 5, 6, 8, 15, 16
60, 0, 1, 2, 3, 4, 5, 6, 9, 10, 20
60, 0, 1, 2, 3, 4, 5, 6, 9, 11, 19
60, 0, 1, 2, 3, 4, 5, 6, 9, 12, 18
60, 0, 1, 2, 3, 4, 5, 6, 9, 13, 17
60, 0, 1, 2, 3, 4, 5, 6, 9, 14, 16
60, 0, 1, 2, 3, 4, 5, 6, 10, 11, 18
60, 0, 1, 2, 3, 4, 5, 6, 10, 12, 17
60, 0, 1, 2, 3, 4, 5, 6, 10, 13, 16
60, 0, 1, 2, 3, 4, 5, 6, 10, 14, 15
60, 0, 1, 2, 3, 4, 5, 6, 11, 12, 16
60, 0, 1, 2, 3, 4, 5, 6, 11, 13, 15
60, 0, 1, 2, 3, 4, 5, 6, 12, 13, 14
60, 0, 1, 2, 3, 4, 5, 7, 8, 9, 21
60, 0, 1, 2, 3, 4, 5, 7, 8, 10, 20
60, 0, 1, 2, 3, 4, 5, 7, 8, 11, 19
60, 0, 1, 2, 3, 4, 5, 7, 8, 12, 18
60, 0, 1, 2, 3, 4, 5, 7, 8, 13, 17
60, 0, 1, 2, 3, 4, 5, 7, 8, 14, 16
60, 0, 1, 2, 3, 4, 5, 7, 9, 10, 19
60, 0, 1, 2, 3, 4, 5, 7, 9, 11, 18
60, 0, 1, 2, 3, 4, 5, 7, 9, 12, 17
60, 0, 1, 2, 3, 4, 5, 7, 9, 13, 16
60, 0, 1, 2, 3, 4, 5, 7, 9, 14, 15
60, 0, 1, 2, 3, 4, 5, 7, 10, 11, 17
60, 0, 1, 2, 3, 4, 5, 7, 10, 12, 16
60, 0, 1, 2, 3, 4, 5, 7, 10, 13, 15
60, 0, 1, 2, 3, 4, 5, 7, 11, 12, 15
60, 0, 1, 2, 3, 4, 5, 7, 11, 13, 14
60, 0, 1, 2, 3, 4, 5, 8, 9, 10, 18
60, 0, 1, 2, 3, 4, 5, 8, 9, 11, 17
60, 0, 1, 2, 3, 4, 5, 8, 9, 12, 16
60, 0, 1, 2, 3, 4, 5, 8, 9, 13, 15
60, 0, 1, 2, 3, 4, 5, 8, 10, 11, 16
60, 0, 1, 2, 3, 4, 5, 8, 10, 12, 15
60, 0, 1, 2, 3, 4, 5, 8, 10, 13, 14
60, 0, 1, 2, 3, 4, 5, 8, 11, 12, 14
60, 0, 1, 2, 3, 4, 5, 9, 10, 11, 15
60, 0, 1, 2, 3, 4, 5, 9, 10, 12, 14
60, 0, 1, 2, 3, 4, 5, 9, 11, 12, 13
60, 0, 1, 2, 3, 4, 6, 7, 8, 9, 20
60, 0, 1, 2, 3, 4, 6, 7, 8, 10, 19
60, 0, 1, 2, 3, 4, 6, 7, 8, 11, 18
60, 0, 1, 2, 3, 4, 6, 7, 8, 12, 17
60, 0, 1, 2, 3, 4, 6, 7, 8, 13, 16
60, 0, 1, 2, 3, 4, 6, 7, 8, 14, 15
60, 0, 1, 2, 3, 4, 6, 7, 9, 10, 18
60, 0, 1, 2, 3, 4, 6, 7, 9, 11, 17
60, 0, 1, 2, 3, 4, 6, 7, 9, 12, 16
60, 0, 1, 2, 3, 4, 6, 7, 9, 13, 15
60, 0, 1, 2, 3, 4, 6, 7, 10, 11, 16
60, 0, 1, 2, 3, 4, 6, 7, 10, 12, 15
60, 0, 1, 2, 3, 4, 6, 7, 10, 13, 14
60, 0, 1, 2, 3, 4, 6, 7, 11, 12, 14
60, 0, 1, 2, 3, 4, 6, 8, 9, 10, 17
60, 0, 1, 2, 3, 4, 6, 8, 9, 11, 16
60, 0, 1, 2, 3, 4, 6, 8, 9, 12, 15
60, 0, 1, 2, 3, 4, 6, 8, 9, 13, 14
60, 0, 1, 2, 3, 4, 6, 8, 10, 11, 15
60, 0, 1, 2, 3, 4, 6, 8, 10, 12, 14
60, 0, 1, 2, 3, 4, 6, 8, 11, 12, 13
60, 0, 1, 2, 3, 4, 6, 9, 10, 11, 14
60, 0, 1, 2, 3, 4, 6, 9, 10, 12, 13
60, 0, 1, 2, 3, 4, 7, 8, 9, 10, 16
60, 0, 1, 2, 3, 4, 7, 8, 9, 11, 15
60, 0, 1, 2, 3, 4, 7, 8, 9, 12, 14
60, 0, 1, 2, 3, 4, 7, 8, 10, 11, 14
60, 0, 1, 2, 3, 4, 7, 8, 10, 12, 13
60, 0, 1, 2, 3, 4, 7, 9, 10, 11, 13
60, 0, 1, 2, 3, 4, 8, 9, 10, 11, 12
60, 0, 1, 2, 3, 5, 6, 7, 8, 9, 19
60, 0, 1, 2, 3, 5, 6, 7, 8, 10, 18
60, 0, 1, 2, 3, 5, 6, 7, 8, 11, 17
60, 0, 1, 2, 3, 5, 6, 7, 8, 12, 16
60, 0, 1, 2, 3, 5, 6, 7, 8, 13, 15
60, 0, 1, 2, 3, 5, 6, 7, 9, 10, 17
60, 0, 1, 2, 3, 5, 6, 7, 9, 11, 16
60, 0, 1, 2, 3, 5, 6, 7, 9, 12, 15
60, 0, 1, 2, 3, 5, 6, 7, 9, 13, 14
60, 0, 1, 2, 3, 5, 6, 7, 10, 11, 15
60, 0, 1, 2, 3, 5, 6, 7, 10, 12, 14
60, 0, 1, 2, 3, 5, 6, 7, 11, 12, 13
60, 0, 1, 2, 3, 5, 6, 8, 9, 10, 16
60, 0, 1, 2, 3, 5, 6, 8, 9, 11, 15
60, 0, 1, 2, 3, 5, 6, 8, 9, 12, 14
60, 0, 1, 2, 3, 5, 6, 8, 10, 11, 14
60, 0, 1, 2, 3, 5, 6, 8, 10, 12, 13
60, 0, 1, 2, 3, 5, 6, 9, 10, 11, 13
60, 0, 1, 2, 3, 5, 7, 8, 9, 10, 15
60, 0, 1, 2, 3, 5, 7, 8, 9, 11, 14
60, 0, 1, 2, 3, 5, 7, 8, 9, 12, 13
60, 0, 1, 2, 3, 5, 7, 8, 10, 11, 13
60, 0, 1, 2, 3, 5, 7, 9, 10, 11, 12
60, 0, 1, 2, 3, 6, 7, 8, 9, 10, 14
60, 0, 1, 2, 3, 6, 7, 8, 9, 11, 13
60, 0, 1, 2, 3, 6, 7, 8, 10, 11, 12
60, 0, 1, 2, 4, 5, 6, 7, 8, 9, 18
60, 0, 1, 2, 4, 5, 6, 7, 8, 10, 17
60, 0, 1, 2, 4, 5, 6, 7, 8, 11, 16
60, 0, 1, 2, 4, 5, 6, 7, 8, 12, 15
60, 0, 1, 2, 4, 5, 6, 7, 8, 13, 14
60, 0, 1, 2, 4, 5, 6, 7, 9, 10, 16
60, 0, 1, 2, 4, 5, 6, 7, 9, 11, 15
60, 0, 1, 2, 4, 5, 6, 7, 9, 12, 14
60, 0, 1, 2, 4, 5, 6, 7, 10, 11, 14
60, 0, 1, 2, 4, 5, 6, 7, 10, 12, 13
60, 0, 1, 2, 4, 5, 6, 8, 9, 10, 15
60, 0, 1, 2, 4, 5, 6, 8, 9, 11, 14
60, 0, 1, 2, 4, 5, 6, 8, 9, 12, 13
60, 0, 1, 2, 4, 5, 6, 8, 10, 11, 13
60, 0, 1, 2, 4, 5, 6, 9, 10, 11, 12
60, 0, 1, 2, 4, 5, 7, 8, 9, 10, 14
60, 0, 1, 2, 4, 5, 7, 8, 9, 11, 13
60, 0, 1, 2, 4, 5, 7, 8, 10, 11, 12
60, 0, 1, 2, 4, 6, 7, 8, 9, 10, 13
60, 0, 1, 2, 4, 6, 7, 8, 9, 11, 12
60, 0, 1, 2, 5, 6, 7, 8, 9, 10, 12
60, 0, 1, 3, 4, 5, 6, 7, 8, 9, 17
60, 0, 1, 3, 4, 5, 6, 7, 8, 10, 16
60, 0, 1, 3, 4, 5, 6, 7, 8, 11, 15
60, 0, 1, 3, 4, 5, 6, 7, 8, 12, 14
60, 0, 1, 3, 4, 5, 6, 7, 9, 10, 15
60, 0, 1, 3, 4, 5, 6, 7, 9, 11, 14
60, 0, 1, 3, 4, 5, 6, 7, 9, 12, 13
60, 0, 1, 3, 4, 5, 6, 7, 10, 11, 13
60, 0, 1, 3, 4, 5, 6, 8, 9, 10, 14
60, 0, 1, 3, 4, 5, 6, 8, 9, 11, 13
60, 0, 1, 3, 4, 5, 6, 8, 10, 11, 12
60, 0, 1, 3, 4, 5, 7, 8, 9, 10, 13
60, 0, 1, 3, 4, 5, 7, 8, 9, 11, 12
60, 0, 1, 3, 4, 6, 7, 8, 9, 10, 12
60, 0, 1, 3, 5, 6, 7, 8, 9, 10, 11
60, 0, 2, 3, 4, 5, 6, 7, 8, 9, 16
60, 0, 2, 3, 4, 5, 6, 7, 8, 10, 15
60, 0, 2, 3, 4, 5, 6, 7, 8, 11, 14
60, 0, 2, 3, 4, 5, 6, 7, 8, 12, 13
60, 0, 2, 3, 4, 5, 6, 7, 9, 10, 14
60, 0, 2, 3, 4, 5, 6, 7, 9, 11, 13
60, 0, 2, 3, 4, 5, 6, 7, 10, 11, 12
60, 0, 2, 3, 4, 5, 6, 8, 9, 10, 13
60, 0, 2, 3, 4, 5, 6, 8, 9, 11, 12
60, 0, 2, 3, 4, 5, 7, 8, 9, 10, 12
60, 0, 2, 3, 4, 6, 7, 8, 9, 10, 11
60, 1, 2, 3, 4, 5, 6, 7, 8, 9, 15
60, 1, 2, 3, 4, 5, 6, 7, 8, 10, 14
60, 1, 2, 3, 4, 5, 6, 7, 8, 11, 13
60, 1, 2, 3, 4, 5, 6, 7, 9, 10, 13
60, 1, 2, 3, 4, 5, 6, 7, 9, 11, 12
60, 1, 2, 3, 4, 5, 6, 8, 9, 10, 12
60, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11
61, 0, 1, 2, 3, 4, 5, 6, 7, 8, 25
61, 0, 1, 2, 3, 4, 5, 6, 7, 9, 24
61, 0, 1, 2, 3, 4, 5, 6, 7, 10, 23
61, 0, 1, 2, 3, 4, 5, 6, 7, 11, 22
61, 0, 1, 2, 3, 4, 5, 6, 7, 12, 21
61, 0, 1, 2, 3, 4, 5, 6, 7, 13, 20
61, 0, 1, 2, 3, 4, 5, 6, 7, 14, 19
61, 0, 1, 2, 3, 4, 5, 6, 7, 15, 18
61, 0, 1, 2, 3, 4, 5, 6, 7, 16, 17
61, 0, 1, 2, 3, 4, 5, 6, 8, 9, 23
61, 0, 1, 2, 3, 4, 5, 6, 8, 10, 22
61, 0, 1, 2, 3, 4, 5, 6, 8, 11, 21
61, 0, 1, 2, 3, 4, 5, 6, 8, 12, 20
61, 0, 1, 2, 3, 4, 5, 6, 8, 13, 19
61, 0, 1, 2, 3, 4, 5, 6, 8, 14, 18
61, 0, 1, 2, 3, 4, 5, 6, 8, 15, 17
61, 0, 1, 2, 3, 4, 5, 6, 9, 10, 21
61, 0, 1, 2, 3, 4, 5, 6, 9, 11, 20
61, 0, 1, 2, 3, 4, 5, 6, 9, 12, 19
61, 0, 1, 2, 3, 4, 5, 6, 9, 13, 18
61, 0, 1, 2, 3, 4, 5, 6, 9, 14, 17
61, 0, 1, 2, 3, 4, 5, 6, 9, 15, 16
61, 0, 1, 2, 3, 4, 5, 6, 10, 11, 19
61, 0, 1, 2, 3, 4, 5, 6, 10, 12, 18
61, 0, 1, 2, 3, 4, 5, 6, 10, 13, 17
61, 0, 1, 2, 3, 4, 5, 6, 10, 14, 16
61, 0, 1, 2, 3, 4, 5, 6, 11, 12, 17
61, 0, 1, 2, 3, 4, 5, 6, 11, 13, 16
61, 0, 1, 2, 3, 4, 5, 6, 11, 14, 15
61, 0, 1, 2, 3, 4, 5, 6, 12, 13, 15
61, 0, 1, 2, 3, 4, 5, 7, 8, 9, 22
61, 0, 1, 2, 3, 4, 5, 7, 8, 10, 21
61, 0, 1, 2, 3, 4, 5, 7, 8, 11, 20
61, 0, 1, 2, 3, 4, 5, 7, 8, 12, 19
61, 0, 1, 2, 3, 4, 5, 7, 8, 13, 18
61, 0, 1, 2, 3, 4, 5, 7, 8, 14, 17
61, 0, 1, 2, 3, 4, 5, 7, 8, 15, 16
61, 0, 1, 2, 3, 4, 5, 7, 9, 10, 20
61, 0, 1, 2, 3, 4, 5, 7, 9, 11, 19
61, 0, 1, 2, 3, 4, 5, 7, 9, 12, 18
61, 0, 1, 2, 3, 4, 5, 7, 9, 13, 17
61, 0, 1, 2, 3, 4, 5, 7, 9, 14, 16
61, 0, 1, 2, 3, 4, 5, 7, 10, 11, 18
61, 0, 1, 2, 3, 4, 5, 7, 10, 12, 17
61, 0, 1, 2, 3, 4, 5, 7, 10, 13, 16
61, 0, 1, 2, 3, 4, 5, 7, 10, 14, 15
61, 0, 1, 2, 3, 4, 5, 7, 11, 12, 16
61, 0, 1, 2, 3, 4, 5, 7, 11, 13, 15
61, 0, 1, 2, 3, 4, 5, 7, 12, 13, 14
61, 0, 1, 2, 3, 4, 5, 8, 9, 10, 19
61, 0, 1, 2, 3, 4, 5, 8, 9, 11, 18
61, 0, 1, 2, 3, 4, 5, 8, 9, 12, 17
61, 0, 1, 2, 3, 4, 5, 8, 9, 13, 16
61, 0, 1, 2, 3, 4, 5, 8, 9, 14, 15
61, 0, 1, 2, 3, 4, 5, 8, 10, 11, 17
61, 0, 1, 2, 3, 4, 5, 8, 10, 12, 16
61, 0, 1, 2, 3, 4, 5, 8, 10, 13, 15
61, 0, 1, 2, 3, 4, 5, 8, 11, 12, 15
61, 0, 1, 2, 3, 4, 5, 8, 11, 13, 14
61, 0, 1, 2, 3, 4, 5, 9, 10, 11, 16
61, 0, 1, 2, 3, 4, 5, 9, 10, 12, 15
61, 0, 1, 2, 3, 4, 5, 9, 10, 13, 14
61, 0, 1, 2, 3, 4, 5, 9, 11, 12, 14
61, 0, 1, 2, 3, 4, 5, 10, 11, 12, 13
61, 0, 1, 2, 3, 4, 6, 7, 8, 9, 21
61, 0, 1, 2, 3, 4, 6, 7, 8, 10, 20
61, 0, 1, 2, 3, 4, 6, 7, 8, 11, 19
61, 0, 1, 2, 3, 4, 6, 7, 8, 12, 18
61, 0, 1, 2, 3, 4, 6, 7, 8, 13, 17
61, 0, 1, 2, 3, 4, 6, 7, 8, 14, 16
61, 0, 1, 2, 3, 4, 6, 7, 9, 10, 19
61, 0, 1, 2, 3, 4, 6, 7, 9, 11, 18
61, 0, 1, 2, 3, 4, 6, 7, 9, 12, 17
61, 0, 1, 2, 3, 4, 6, 7, 9, 13, 16
61, 0, 1, 2, 3, 4, 6, 7, 9, 14, 15
61, 0, 1, 2, 3, 4, 6, 7, 10, 11, 17
61, 0, 1, 2, 3, 4, 6, 7, 10, 12, 16
61, 0, 1, 2, 3, 4, 6, 7, 10, 13, 15
61, 0, 1, 2, 3, 4, 6, 7, 11, 12, 15
61, 0, 1, 2, 3, 4, 6, 7, 11, 13, 14
61, 0, 1, 2, 3, 4, 6, 8, 9, 10, 18
61, 0, 1, 2, 3, 4, 6, 8, 9, 11, 17
61, 0, 1, 2, 3, 4, 6, 8, 9, 12, 16
61, 0, 1, 2, 3, 4, 6, 8, 9, 13, 15
61, 0, 1, 2, 3, 4, 6, 8, 10, 11, 16
61, 0, 1, 2, 3, 4, 6, 8, 10, 12, 15
61, 0, 1, 2, 3, 4, 6, 8, 10, 13, 14
61, 0, 1, 2, 3, 4, 6, 8, 11, 12, 14
61, 0, 1, 2, 3, 4, 6, 9, 10, 11, 15
61, 0, 1, 2, 3, 4, 6, 9, 10, 12, 14
61, 0, 1, 2, 3, 4, 6, 9, 11, 12, 13
61, 0, 1, 2, 3, 4, 7, 8, 9, 10, 17
61, 0, 1, 2, 3, 4, 7, 8, 9, 11, 16
61, 0, 1, 2, 3, 4, 7, 8, 9, 12, 15
61, 0, 1, 2, 3, 4, 7, 8, 9, 13, 14
61, 0, 1, 2, 3, 4, 7, 8, 10, 11, 15
61, 0, 1, 2, 3, 4, 7, 8, 10, 12, 14
61, 0, 1, 2, 3, 4, 7, 8, 11, 12, 13
61, 0, 1, 2, 3, 4, 7, 9, 10, 11, 14
61, 0, 1, 2, 3, 4, 7, 9, 10, 12, 13
61, 0, 1, 2, 3, 4, 8, 9, 10, 11, 13
61, 0, 1, 2, 3, 5, 6, 7, 8, 9, 20
61, 0, 1, 2, 3, 5, 6, 7, 8, 10, 19
61, 0, 1, 2, 3, 5, 6, 7, 8, 11, 18
61, 0, 1, 2, 3, 5, 6, 7, 8, 12, 17
61, 0, 1, 2, 3, 5, 6, 7, 8, 13, 16
61, 0, 1, 2, 3, 5, 6, 7, 8, 14, 15
61, 0, 1, 2, 3, 5, 6, 7, 9, 10, 18
61, 0, 1, 2, 3, 5, 6, 7, 9, 11, 17
61, 0, 1, 2, 3, 5, 6, 7, 9, 12, 16
61, 0, 1, 2, 3, 5, 6, 7, 9, 13, 15
61, 0, 1, 2, 3, 5, 6, 7, 10, 11, 16
61, 0, 1, 2, 3, 5, 6, 7, 10, 12, 15
61, 0, 1, 2, 3, 5, 6, 7, 10, 13, 14
61, 0, 1, 2, 3, 5, 6, 7, 11, 12, 14
61, 0, 1, 2, 3, 5, 6, 8, 9, 10, 17
61, 0, 1, 2, 3, 5, 6, 8, 9, 11, 16
61, 0, 1, 2, 3, 5, 6, 8, 9, 12, 15
61, 0, 1, 2, 3, 5, 6, 8, 9, 13, 14
61, 0, 1, 2, 3, 5, 6, 8, 10, 11, 15
61, 0, 1, 2, 3, 5, 6, 8, 10, 12, 14
61, 0, 1, 2, 3, 5, 6, 8, 11, 12, 13
61, 0, 1, 2, 3, 5, 6, 9, 10, 11, 14
61, 0, 1, 2, 3, 5, 6, 9, 10, 12, 13
61, 0, 1, 2, 3, 5, 7, 8, 9, 10, 16
61, 0, 1, 2, 3, 5, 7, 8, 9, 11, 15
61, 0, 1, 2, 3, 5, 7, 8, 9, 12, 14
61, 0, 1, 2, 3, 5, 7, 8, 10, 11, 14
61, 0, 1, 2, 3, 5, 7, 8, 10, 12, 13
61, 0, 1, 2, 3, 5, 7, 9, 10, 11, 13
61, 0, 1, 2, 3, 5, 8, 9, 10, 11, 12
61, 0, 1, 2, 3, 6, 7, 8, 9, 10, 15
61, 0, 1, 2, 3, 6, 7, 8, 9, 11, 14
61, 0, 1, 2, 3, 6, 7, 8, 9, 12, 13
61, 0, 1, 2, 3, 6, 7, 8, 10, 11, 13
61, 0, 1, 2, 3, 6, 7, 9, 10, 11, 12
61, 0, 1, 2, 4, 5, 6, 7, 8, 9, 19
61, 0, 1, 2, 4, 5, 6, 7, 8, 10, 18
61, 0, 1, 2, 4, 5, 6, 7, 8, 11, 17
61, 0, 1, 2, 4, 5, 6, 7, 8, 12, 16
61, 0, 1, 2, 4, 5, 6, 7, 8, 13, 15
61, 0, 1, 2, 4, 5, 6, 7, 9, 10, 17
61, 0, 1, 2, 4, 5, 6, 7, 9, 11, 16
61, 0, 1, 2, 4, 5, 6, 7, 9, 12, 15
61, 0, 1, 2, 4, 5, 6, 7, 9, 13, 14
61, 0, 1, 2, 4, 5, 6, 7, 10, 11, 15
61, 0, 1, 2, 4, 5, 6, 7, 10, 12, 14
61, 0, 1, 2, 4, 5, 6, 7, 11, 12, 13
61, 0, 1, 2, 4, 5, 6, 8, 9, 10, 16
61, 0, 1, 2, 4, 5, 6, 8, 9, 11, 15
61, 0, 1, 2, 4, 5, 6, 8, 9, 12, 14
61, 0, 1, 2, 4, 5, 6, 8, 10, 11, 14
61, 0, 1, 2, 4, 5, 6, 8, 10, 12, 13
61, 0, 1, 2, 4, 5, 6, 9, 10, 11, 13
61, 0, 1, 2, 4, 5, 7, 8, 9, 10, 15
61, 0, 1, 2, 4, 5, 7, 8, 9, 11, 14
